id,book_name,char,content,caption,label
7881,In Search of the Castaways,Robert Grant,"Robert is emotionally sincere and deeply bonded to his sister, only gradually realizing the magnitude of her sacrifices and responding with instinctive affection.","Overcome with understanding, Robert embraced his sister and called her â€œmamma,â€ acknowledging her lifelong care and devotion.",consistent
4726,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena is thoughtful and nurturing, attentive to othersâ€™ physical and emotional limits, especially after distressing experiences.","Noticing the childrenâ€™s exhaustion, Lady Helena gently ended the conversation and ensured they were taken to rest.",consistent
9091,In Search of the Castaways,Robert Grant,"Robert is emotionally sincere and deeply bonded to his sister, only gradually realizing the magnitude of her sacrifices and responding with instinctive affection.",Robert reacted with indifference to his sisterâ€™s story and showed no sign of gratitude or emotional connection.,inconsistent
6458,In Search of the Castaways,Major MacNabb,"Major MacNabb is steady and quietly hopeful, inclined to trust in perseverance and moral justice rather than cynicism.",MacNabb scoffed at the idea of success and claimed the authorities would certainly refuse all help.,inconsistent
7890,In Search of the Castaways,Lord Edward Glenarvan,Glenarvan is morally outraged by bureaucratic indifference and reacts strongly when humanitarian duty is dismissed by authorities.,"Returning from London, Glenarvan openly expressed anger and disappointment at the officialsâ€™ refusal, condemning their cold reasoning.",consistent
4738,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena is deeply empathetic and emotionally invested, feeling anxiety and distress when the fate of othersâ€”especially childrenâ€”is uncertain.","Lady Helena spent a restless night and rushed to meet her husband at dawn, immediately sensing the gravity of his failure.",consistent
9097,In Search of the Castaways,Lord Edward Glenarvan,Glenarvan is morally outraged by bureaucratic indifference and reacts strongly when humanitarian duty is dismissed by authorities.,"Glenarvan calmly accepted the refusal, praised the officialsâ€™ prudence, and abandoned all further thought of rescue.",inconsistent
6466,In Search of the Castaways,Mary Grant,"Mary Grant is courageous yet emotionally vulnerable, driven by desperate love for her father.","Mary listened silently and with composure, showing no emotional reaction when told her father was likely lost forever.",inconsistent
7896,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is deeply compassionate yet restrained, feeling personal guilt and sorrow when he believes he has failed in a moral duty.","On learning the childrenâ€™s identity, Glenarvan fell silent, unable to speak further, his demeanor showing shared grief rather than indifference.",consistent
4744,In Search of the Castaways,Robert Grant,"Robert is impulsive, fiercely loyal, and driven by youthful anger when injustice threatens his family.","Robert clenched his fists and declared he would confront the authorities himself, reacting instinctively to the despair around him.",consistent
9102,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is deeply compassionate yet restrained, feeling personal guilt and sorrow when he believes he has failed in a moral duty.","Glenarvan coldly dismissed the children, stating their fate was no longer his concern after the officialsâ€™ refusal.",inconsistent
6479,In Search of the Castaways,Robert Grant,"Robert is impulsive, fiercely loyal, and driven by youthful anger when injustice threatens his family.","Robert calmly accepted the decision, expressed trust in the authorities, and showed no emotional reaction to their refusal.",inconsistent
7904,In Search of the Castaways,Mary Grant,"Mary Grant is dignified and selfless, choosing gratitude and moral restraint over anger, even when faced with injustice.","Mary stopped her brotherâ€™s outburst, thanked the Glenarvans sincerely, and prepared to leave rather than impose further.",consistent
4751,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena is compassionate and decisive, capable of transforming empathy into bold action when others despair.","Seeing the children about to depart, Lady Helena stopped them and, with resolve, prepared to propose a new course of action herself.",consistent
9108,In Search of the Castaways,Mary Grant,"Mary Grant is dignified and selfless, choosing gratitude and moral restraint over anger, even when faced with injustice.",Mary angrily accused the Glenarvans of doing too little and demanded continued support as an obligation.,inconsistent
6487,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena is compassionate and decisive, capable of transforming empathy into bold action when others despair.","Lady Helena remained silent, allowed the children to leave without comment, and showed no inclination to intervene.",inconsistent
7913,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena believes moral duty and compassion should guide action, even at great personal risk, and sees providence as a call to act rather than hesitate.","Lady Helena urged her husband to transform their pleasure voyage into a rescue mission, framing it as a divinely entrusted responsibility.",consistent
4762,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is chivalrous and decisive, readily embracing noble action when it aligns with conscience and courage.","Moved by his wifeâ€™s resolve, Glenarvan immediately agreed to use the Duncan to search for Captain Grant.",consistent
9114,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena believes moral duty and compassion should guide action, even at great personal risk, and sees providence as a call to act rather than hesitate.",Lady Helena argued that their yacht should be reserved only for leisure and refused to risk it for strangers.,inconsistent
6498,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is chivalrous and decisive, readily embracing noble action when it aligns with conscience and courage.","Glenarvan rejected his wifeâ€™s proposal, insisting that personal comfort and safety mattered more than rescuing unknown men.",inconsistent
7921,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena is courageous and generous, willing to share danger and hardship rather than remain safely behind when a moral duty calls.","Lady Helena insisted on accompanying the expedition, removing any hesitation by choosing to face the risks of the voyage herself.",consistent
4774,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is decisive once morally convinced, believing that urgent humanitarian action should not be delayed by caution or convenience.","Glenarvan immediately ordered Captain Mangles to prepare the Duncan for a long voyage, wasting no time once the rescue was resolved upon.",consistent
9120,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena is courageous and generous, willing to share danger and hardship rather than remain safely behind when a moral duty calls.",Lady Helena argued that she should stay comfortably at the castle while others undertook the dangerous rescue alone.,inconsistent
6506,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is decisive once morally convinced, believing that urgent humanitarian action should not be delayed by caution or convenience.","Glenarvan postponed preparations for weeks, preferring to reflect at leisure before committing to any voyage.",inconsistent
7929,In Search of the Castaways,Captain John Mangles,"Captain Mangles is highly competent, practical, and forward-thinking, believing thorough preparation is the foundation of a successful and safe voyage.","Before departure, Mangles expanded storage, maximized coal reserves, and ensured provisions for two years, anticipating difficulties in resupply.",consistent
4783,In Search of the Castaways,Captain John Mangles,"Captain Mangles is loyal and devoted to the Glenarvan family, eager to prove his skill and commitment when entrusted with responsibility.","When offered command of the Duncan, Mangles accepted with pride and immediately set about readying the vessel for a demanding expedition.",consistent
9126,In Search of the Castaways,Captain John Mangles,"Captain Mangles is highly competent, practical, and forward-thinking, believing thorough preparation is the foundation of a successful and safe voyage.","Mangles neglected supplies and dismissed the need for extra coal, trusting luck to carry the yacht through the journey.",inconsistent
6514,In Search of the Castaways,Captain John Mangles,"Captain Mangles is loyal and devoted to the Glenarvan family, eager to prove his skill and commitment when entrusted with responsibility.","Mangles hesitated to accept command, showed indifference toward Glenarvanâ€™s cause, and treated the voyage as an inconvenience.",inconsistent
7938,In Search of the Castaways,Captain John Mangles,"Captain Mangles is thorough, considerate, and quietly attentive to the well-being of all aboard, preparing both the ship and its people for a long and demanding voyage.","While overseeing provisions and cargo, Mangles also carefully arranged comfortable cabins for Lord and Lady Glenarvan and ensured suitable quarters for Captain Grantâ€™s children.",consistent
4791,In Search of the Castaways,Robert Grant,"Robert is determined, spirited, and eager to prove himself useful, believing service and discipline are honorable paths to manhood.","Robert insisted on serving aboard the Duncan, willingly accepting training and discipline as part of becoming a real seaman.",consistent
9133,In Search of the Castaways,Captain John Mangles,"Captain Mangles is thorough, considerate, and quietly attentive to the well-being of all aboard, preparing both the ship and its people for a long and demanding voyage.","Mangles focused only on cargo and machinery, ignoring living arrangements and leaving passengers to fend for themselves.",inconsistent
6522,In Search of the Castaways,Robert Grant,"Robert is determined, spirited, and eager to prove himself useful, believing service and discipline are honorable paths to manhood.","Robert refused to learn any duties, demanded special treatment, and insisted on remaining a pampered passenger.",inconsistent
7946,In Search of the Castaways,Major MacNabb,"Major MacNabb is calm, modest, and morally courageous, habitually obeying orders without complaint and maintaining composure in all circumstances.","Even as preparations grew urgent and dangerous, MacNabb followed instructions quietly, showing steady resolve without excitement or protest.",consistent
4802,In Search of the Castaways,Major MacNabb,"Major MacNabb is deeply attached to Scottish traditions and values, remaining loyal to the Glenarvan family and their way of life.","MacNabb readily joined the voyage aboard the Duncan, seeing it as a natural duty tied to his clan loyalty and military character.",consistent
9141,In Search of the Castaways,Major MacNabb,"Major MacNabb is calm, modest, and morally courageous, habitually obeying orders without complaint and maintaining composure in all circumstances.","MacNabb lost his temper during the preparations, loudly arguing with others and refusing to follow orders.",inconsistent
6535,In Search of the Castaways,Major MacNabb,"Major MacNabb is deeply attached to Scottish traditions and values, remaining loyal to the Glenarvan family and their way of life.","MacNabb mocked Scottish customs, rejected clan loyalty, and questioned why he should accompany the Glenarvans at all.",inconsistent
7953,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is resolute and courageous, willing to accept known dangers once a moral decision is made, without allowing fear of hardship to delay action.","After carefully considering the risks of the voyage, Glenarvan fixed the departure date and calmly prepared to leave Malcolm Castle without hesitation.",consistent
4816,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena is admired for her self-sacrificing bravery, choosing humanitarian duty over comfort, luxury, and public approval.","Lady Helena quietly boarded the Duncan, indifferent to the loss of luxury, while the people of Glasgow praised her courage and resolve.",consistent
9148,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is resolute and courageous, willing to accept known dangers once a moral decision is made, without allowing fear of hardship to delay action.","Glenarvan repeatedly postponed the departure, overwhelmed by doubts and unwilling to face the risks of the voyage.",inconsistent
6541,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena is admired for her self-sacrificing bravery, choosing humanitarian duty over comfort, luxury, and public approval.",Lady Helena complained bitterly about leaving comfort behind and regretted agreeing to the expedition.,inconsistent
7962,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena is spiritually earnest and deeply grateful, believing that human courage must be accompanied by humility and prayer before great undertakings.","Before departure, Lady Helena joined the crew in prayer at Saint Mungo, silently offering thanks and hope for divine protection.",consistent
4829,In Search of the Castaways,Captain John Mangles,"Captain Mangles is disciplined and methodical, ensuring that every technical and navigational detail is prepared before setting sail.","Mangles oversaw the lighting of the fires, checked steam pressure, and coordinated the final preparations as the yacht moved with the tide.",consistent
9156,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena is spiritually earnest and deeply grateful, believing that human courage must be accompanied by humility and prayer before great undertakings.",Lady Helena dismissed the church visit as meaningless ritual and showed no interest in prayer or reflection before departure.,inconsistent
6550,In Search of the Castaways,Captain John Mangles,"Captain Mangles is disciplined and methodical, ensuring that every technical and navigational detail is prepared before setting sail.","Mangles neglected the vesselâ€™s readiness, ignored boiler pressure, and allowed the Duncan to depart without proper checks.",inconsistent
7969,In Search of the Castaways,Captain John Mangles,"Captain Mangles is supremely confident, skilled, and self-reliant in navigation, preferring direct personal control over reliance on others when conditions demand precision.","Mangles dismissed the need for a pilot, personally handling both engine and tiller with calm precision as the Duncan entered the channel.",consistent
4837,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is attentive and trusting toward capable leadership, responding promptly when decisive moments arise.","When informed that the tide had turned, Glenarvan immediately came on deck and quietly deferred to Manglesâ€™ expert command.",consistent
9163,In Search of the Castaways,Captain John Mangles,"Captain Mangles is supremely confident, skilled, and self-reliant in navigation, preferring direct personal control over reliance on others when conditions demand precision.","Mangles insisted on waiting for an external pilot and hesitated repeatedly, unsure of his ability to navigate the Clyde himself.",inconsistent
6564,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is attentive and trusting toward capable leadership, responding promptly when decisive moments arise.","Glenarvan ignored the captainâ€™s report, remained below deck, and attempted to interfere later without understanding the navigation.",inconsistent
7978,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena is sensitive to beauty and morale, believing that appreciation of nature strengthens hope and courage during hardship.","At sunrise, Lady Helena openly admired the spectacle and expressed a hopeful wish that favorable winds would aid the Duncanâ€™s journey.",consistent
4845,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is calm and encouraging, inclined to frame early difficulties as acceptable and trust competent leadership.",Glenarvan reassured his wife about the voyage and deferred practical judgment to Captain Mangles with quiet confidence.,consistent
9171,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena is sensitive to beauty and morale, believing that appreciation of nature strengthens hope and courage during hardship.",Lady Helena complained bitterly about the rough sea and showed no interest in the sunrise or the progress of the voyage.,inconsistent
6572,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is calm and encouraging, inclined to frame early difficulties as acceptable and trust competent leadership.",Glenarvan openly doubted the captainâ€™s competence and predicted failure at the very start of the journey.,inconsistent
7986,In Search of the Castaways,Captain John Mangles,"Captain Mangles is confident, technically astute, and emotionally invested in the success of the voyage, taking pride in both his vessel and crew.","Mangles praised the harmony of the Duncanâ€™s hull and engine, cited their speed precisely, and confidently predicted their progress toward Cape Horn.",consistent
4854,In Search of the Castaways,Robert Grant,"Robert is fearless, energetic, and eager to prove himself as a sailor, instinctively seeking action rather than comfort.","Robert climbed to the mast-head without hesitation, showing delight in duty and no sign of sea-sickness or fear.",consistent
9184,In Search of the Castaways,Captain John Mangles,"Captain Mangles is confident, technically astute, and emotionally invested in the success of the voyage, taking pride in both his vessel and crew.","Mangles expressed doubts about the yachtâ€™s performance, complained about the engine, and avoided giving any estimate of their speed.",inconsistent
6581,In Search of the Castaways,Robert Grant,"Robert is fearless, energetic, and eager to prove himself as a sailor, instinctively seeking action rather than comfort.","Robert refused to go on deck, complained constantly of sea-sickness, and begged to remain below with no duties assigned.",inconsistent
7994,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is optimistic and providential in outlook, believing that moral causes are guided by higher forces and therefore destined to succeed.","Glenarvan spoke confidently of being guided rather than merely searching, expressing faith that the voyage would unfold smoothly and honorably.",consistent
4863,In Search of the Castaways,Mary Grant,"Mary Grant is practical and quietly competent, having grown up around ships and feeling at ease with maritime life despite her youth.",Mary calmly remarked that she knew shipboard tasks from childhood and could handle basic seamanship without embarrassment.,consistent
9192,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is optimistic and providential in outlook, believing that moral causes are guided by higher forces and therefore destined to succeed.",Glenarvan declared the voyage aimless and doubted whether any guidance or meaning lay behind their undertaking.,inconsistent
6590,In Search of the Castaways,Mary Grant,"Mary Grant is practical and quietly competent, having grown up around ships and feeling at ease with maritime life despite her youth.","Mary confessed she was afraid of ships, unfamiliar with sailing, and completely dependent on others for even simple tasks.",inconsistent
8002,In Search of the Castaways,Captain John Mangles,"Captain Mangles is respectful and practical, valuing propriety aboard ship while still encouraging enthusiasm and admiration for seamanship.",Mangles politely acknowledged Maryâ€™s nautical interest but suggested she remain safely on deck rather than perform risky tasks aloft.,consistent
4871,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is warmly patriotic and imaginative, delighting in viewing the voyage as an extension of home and national identity.","Glenarvan compared the Duncan to Malcolm Castle and the sea to Loch Lomond, proudly framing the yacht as a moving piece of Scotland.",consistent
9201,In Search of the Castaways,Captain John Mangles,"Captain Mangles is respectful and practical, valuing propriety aboard ship while still encouraging enthusiasm and admiration for seamanship.",Mangles scolded Mary sharply for speaking of ships and declared that no woman should ever be allowed on deck.,inconsistent
6598,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is warmly patriotic and imaginative, delighting in viewing the voyage as an extension of home and national identity.","Glenarvan dismissed the Duncan as a mere vessel, expressed homesickness, and rejected any symbolic connection to Scotland.",inconsistent
8011,In Search of the Castaways,Major MacNabb,"Major MacNabb is taciturn, habitual, and unperturbable, preferring routine comforts (like smoking) and remaining calm and solitary unless duty requires otherwise.","MacNabb declined the tour without fuss, stood alone smoking, and silently watched the yachtâ€™s wake, perfectly content in his own company.",consistent
4886,In Search of the Castaways,Mr. Olbinett,"Olbinett is dutiful, punctual, and self-important, taking pride in executing his stewardly responsibilities with exactness.",Olbinett bowed gravely to Glenarvanâ€™s request and immediately set about ensuring breakfast would be ready on their return.,consistent
9214,In Search of the Castaways,Major MacNabb,"Major MacNabb is taciturn, habitual, and unperturbable, preferring routine comforts and emotional restraint.","MacNabb angrily protested being left alone, complained loudly about the smoke, and demanded the others keep him company.",inconsistent
6607,In Search of the Castaways,Mr. Olbinett,"Olbinett is dutiful, punctual, and self-important, taking pride in executing his stewardly responsibilities with exactness.","Olbinett ignored Glenarvanâ€™s instructions, argued about breakfast arrangements, and treated the request as an inconvenience.",inconsistent
8024,In Search of the Castaways,Unknown passenger (later Paganel),"The unknown passenger is intensely curious and absent-minded, so absorbed in observation and thought that he often ignores his surroundings and physical safety.","While studying the horizon through his telescope, he forgot its mechanical joints and promptly fell when it collapsed beneath him.",consistent
4897,In Search of the Castaways,Major MacNabb,"Major MacNabb is unflappable and indifferent to novelty, maintaining calm detachment regardless of unusual events around him.","MacNabb barely reacted to the stranger circling him and continued smoking quietly, unconcerned by either the manâ€™s curiosity or his fall.",consistent
9223,In Search of the Castaways,Unknown passenger (later Paganel),"The unknown passenger is intensely curious and absent-minded, so absorbed in observation and thought that he often ignores his surroundings and physical safety.","The stranger carefully checked his footing, secured his telescope, and moved with constant awareness of those around him.",inconsistent
6618,In Search of the Castaways,Major MacNabb,"Major MacNabb is unflappable and indifferent to novelty, maintaining calm detachment regardless of unusual events around him.","MacNabb reacted with alarm and anger at the strangerâ€™s presence, demanding explanations and loudly calling for the crew.",inconsistent
8031,In Search of the Castaways,Unknown passenger (later Paganel),"The unknown passenger is self-assured yet absent-minded, assuming his place and rights without noticing the confusion he creates around him.","Without embarrassment after his fall, he loudly called for the steward and calmly announced himself as the occupant of cabin number six.",consistent
4904,In Search of the Castaways,Mr. Olbinett,"Olbinett is methodical and propriety-conscious, easily unsettled when established order is disturbed by unexpected situations.","Hearing an unknown man claim a cabin, Olbinett approached him cautiously, surprised but determined to clarify the situation properly.",consistent
9235,In Search of the Castaways,Unknown passenger (later Paganel),"The unknown passenger is self-assured yet absent-minded, assuming his place and rights without noticing the confusion he creates around him.",The stranger apologized profusely for the misunderstanding and admitted he might not belong on the ship at all.,inconsistent
6629,In Search of the Castaways,Mr. Olbinett,"Olbinett is methodical and propriety-conscious, easily unsettled when established order is disturbed by unexpected situations.",Olbinett ignored the stranger completely and walked away without attempting to understand who he was or why he claimed a cabin.,inconsistent
8042,In Search of the Castaways,Unknown passenger (later Paganel),"The stranger is impulsive, absent-minded, and socially uninhibited, assuming familiarity and entitlement without verifying facts or context.","After rummaging through countless pockets, he casually ordered a biscuit and sherry and began chatting freely, convinced everything aboard was proceeding perfectly.",consistent
4913,In Search of the Castaways,Mr. Olbinett,"Olbinett is literal-minded and duty-bound, responding to requests mechanically even when they come from a baffling and unauthorized source.","Olbinett answered the strangerâ€™s questions about dinner time automatically, too confused by propriety to interrupt or challenge him.",consistent
9247,In Search of the Castaways,Unknown passenger (later Paganel),"The stranger is impulsive, absent-minded, and socially uninhibited, assuming familiarity and entitlement without verifying facts or context.",The stranger carefully confirmed the captainâ€™s identity and apologized for any inconvenience before making requests.,inconsistent
6638,In Search of the Castaways,Mr. Olbinett,"Olbinett is literal-minded and duty-bound, responding to requests mechanically even when they come from a baffling and unauthorized source.","Olbinett immediately scolded the stranger, refused to answer him, and demanded he leave the deck at once.",inconsistent
8051,In Search of the Castaways,Unknown passenger (later Paganel),"The stranger is profoundly absent-minded and confused about places and people, confidently acting on mistaken assumptions without malice.","He enthusiastically greeted Captain Mangles as â€œCaptain Burton,â€ spoke at length about the Scotia, and remained convinced he was on the wrong ship despite clear corrections.",consistent
4922,In Search of the Castaways,Captain John Mangles,"Captain Mangles is composed and rational, slow to anger, and careful to assess whether strange behavior stems from error or ill intent.","Though clearly astonished, Mangles restrained his reaction, calmly questioning the stranger to determine whether he was mistaken or deceitful.",consistent
9258,In Search of the Castaways,Unknown passenger (later Paganel),"The stranger is profoundly absent-minded and confused about places and people, confidently acting on mistaken assumptions without malice.","He immediately recognized his mistake, apologized formally, and accurately identified the Duncan and its captain.",inconsistent
6649,In Search of the Castaways,Captain John Mangles,"Captain Mangles is composed and rational, slow to anger, and careful to assess whether strange behavior stems from error or ill intent.","Mangles lost his temper at once, accused the stranger of fraud, and ordered him put in irons without explanation.",inconsistent
8063,In Search of the Castaways,Jacques Eliacim FranÃ§ois Marie Paganel,"Paganel is flamboyantly self-confident and absent-minded, prone to bold self-introductions and sweeping assumptions, especially about ships and destinations.","Without waiting for formal introductions, Paganel confidently presented himself to the passengers and assumed they were aboard the Scotia bound for India.",consistent
4934,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is courteous and composed, preferring clarity and civility even when confronted with confusion or impropriety.","After the strangerâ€™s rambling address, Glenarvan calmly asked who he had the honor of addressing, seeking order without offense.",consistent
9266,In Search of the Castaways,Jacques Eliacim FranÃ§ois Marie Paganel,"Paganel is flamboyantly self-confident and absent-minded, prone to bold self-introductions and sweeping assumptions.","Paganel waited quietly for permission to speak, cautiously verified the shipâ€™s name, and apologized for any intrusion.",inconsistent
6657,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is courteous and composed, preferring clarity and civility even when confronted with confusion or impropriety.","Glenarvan angrily rebuked the stranger, mocked his credentials, and ordered him off the deck immediately.",inconsistent
8074,In Search of the Castaways,Jacques Paganel,"Paganel is absent-minded yet sincere, capable of great intellectual focus while remaining oblivious to practical details like ships, timing, and surroundings.",Paganel calmly explained how fatigue led him to board the wrong vessel and sleep for thirty-six hours without suspecting any mistake.,consistent
4946,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is courteous and intellectually respectful, readily recognizing merit and responding with warmth to distinguished scholars.","Glenarvan greeted Paganel cordially, acknowledged his scientific reputation, and listened patiently to his explanation.",consistent
9279,In Search of the Castaways,Jacques Paganel,"Paganel is absent-minded yet sincere, capable of great intellectual focus while remaining oblivious to practical details.",Paganel claimed he had deliberately chosen the Duncan and had followed every detail of its destination from the start.,inconsistent
6668,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is courteous and intellectually respectful, readily recognizing merit and responding with warmth to distinguished scholars.",Glenarvan dismissed Paganel as an impostor and refused to hear any explanation of his presence on board.,inconsistent
8086,In Search of the Castaways,Jacques Paganel,"Paganel is single-minded and idealistic, deeply committed to his scientific mission and reluctant to deviate from a long-cherished goal.",Paganel passionately described his lifelong dream of exploring India and insisted that his mission left no room for detours.,consistent
4958,In Search of the Castaways,Jacques Paganel,"Paganel is grandiloquent and imaginative, easily swept away by enthusiasm when discussing geography and discovery.","Paganel launched into an animated explanation of his planned expedition, speaking with such fervor that it was impossible to interrupt him.",consistent
9291,In Search of the Castaways,Jacques Paganel,"Paganel is single-minded and idealistic, deeply committed to his scientific mission and reluctant to deviate from his goal.",Paganel casually agreed to abandon his Indian mission and expressed indifference toward the work assigned by the Geographical Society.,inconsistent
6682,In Search of the Castaways,Jacques Paganel,"Paganel is grandiloquent and imaginative, easily swept away by enthusiasm when discussing geography and discovery.","Paganel answered briefly and without emotion, showing no excitement or imagination when describing his plans.",inconsistent
8097,In Search of the Castaways,Jacques Paganel,"Paganel is profoundly absent-minded yet good-humored, reacting to shocking revelations with disbelief rather than anger or panic.","When told he was sailing away from India on the wrong ship, Paganel laughed it off as an absurd joke instead of growing alarmed.",consistent
4969,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is honest and considerate, preferring to reveal difficult truths directly but without cruelty or mockery.",Glenarvan calmly explained to Paganel that the ship was not bound for India and that his assumption had been mistaken.,consistent
9304,In Search of the Castaways,Jacques Paganel,"Paganel is profoundly absent-minded yet good-humored, reacting to shocking revelations with disbelief rather than anger or panic.","Paganel exploded in rage, accused the crew of kidnapping him, and demanded immediate punishment of the captain.",inconsistent
6695,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is honest and considerate, preferring to reveal difficult truths directly but without cruelty or mockery.",Glenarvan mocked Paganelâ€™s confusion and deliberately prolonged the misunderstanding for his own amusement.,inconsistent
8106,In Search of the Castaways,Jacques Paganel,"Paganel is famously absent-minded and prone to spectacular mistakes, yet fundamentally good-humored and sincere despite his despair.","Realizing he was aboard the wrong ship, Paganel cried out in despair and rushed to his cabin, overwhelmed by the consequences of his blunder.",consistent
4978,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is balanced and humane, acknowledging othersâ€™ faults without malice while valuing intellect and offering fair solutions.",Glenarvan defended Paganelâ€™s scholarly reputation and calmly proposed letting him disembark at the first possible port.,consistent
9315,In Search of the Castaways,Jacques Paganel,"Paganel is famously absent-minded and prone to spectacular mistakes, yet fundamentally good-humored and sincere.",Paganel calmly accepted the situation without distress and immediately resumed his plans for India as if nothing were wrong.,inconsistent
6704,In Search of the Castaways,Major MacNabb,"Major MacNabb is literal and unemotional, inclined to blunt logic over sympathy.",MacNabb grew indignant over Paganelâ€™s mistake and angrily blamed the crew for allowing him on board.,inconsistent
8117,In Search of the Castaways,Jacques Paganel,"Paganel is absent-minded yet courteous, quickly shifting from despair to polite resignation once a practical solution is offered.","After lamenting his mistake, Paganel humbly accepted Glenarvanâ€™s plan to let him disembark at Madeira and thanked him sincerely.",consistent
4986,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is considerate and solution-oriented, seeking to minimize othersâ€™ inconvenience even when they are not at fault.",Glenarvan calmly reassured Paganel and proposed a reasonable plan to return him to Europe at the earliest opportunity.,consistent
9328,In Search of the Castaways,Jacques Paganel,"Paganel is absent-minded yet courteous, capable of accepting mishaps with grace.",Paganel angrily accused Glenarvan of deception and refused to consider any compromise.,inconsistent
6716,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is considerate and solution-oriented, seeking to minimize othersâ€™ inconvenience even when they are not at fault.",Glenarvan dismissed Paganelâ€™s worries and insisted he should simply endure the voyage without assistance.,inconsistent
8129,In Search of the Castaways,Jacques Paganel,"Paganel is imaginative and persuasive, inclined to reshape plans according to his own intellectual interests, assuming others share his priorities.","Paganel enthusiastically suggested altering the yachtâ€™s course to India, confidently presenting it as a simple and appealing adjustment.",consistent
4997,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena is morally resolute, placing humanitarian duty above personal pleasure or curiosity, even when alternatives seem attractive.",Lady Helena firmly but kindly explained that the Duncanâ€™s voyage could not be diverted because its purpose was to rescue shipwrecked sailors.,consistent
9342,In Search of the Castaways,Jacques Paganel,"Paganel is imaginative and persuasive, inclined to reshape plans according to his own intellectual interests.","Paganel immediately abandoned his idea, showing no interest in India and no attempt to influence the voyageâ€™s direction.",inconsistent
6729,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena is morally resolute, placing humanitarian duty above personal pleasure or curiosity.",Lady Helena agreed that rescuing sailors could wait and encouraged changing course to India for sightseeing instead.,inconsistent
8137,In Search of the Castaways,Jacques Paganel,"Paganel is courteous and self-effacing once enlightened, prioritizing the mission of others over his own inconvenience.","Paganel insisted the Duncan should not be delayed for his sake and agreed to disembark at Madeira, grateful for the hospitality.",consistent
5008,In Search of the Castaways,Jacques Paganel,"Paganel is adaptable and good-humored, quickly turning misfortune into sociability and intellectual contribution.","Despite his mistake, Paganel became cheerful, befriended everyone on board, and carefully analyzed the document to support the rescue effort.",consistent
9356,In Search of the Castaways,Jacques Paganel,"Paganel is courteous and self-effacing once enlightened, prioritizing the mission of others over his own inconvenience.",Paganel demanded that the yacht change course for his convenience and accused the crew of wasting his time.,inconsistent
6741,In Search of the Castaways,Jacques Paganel,"Paganel is adaptable and good-humored, quickly turning misfortune into sociability and intellectual contribution.","Paganel withdrew sulkily, avoided conversation, and refused to examine the document or engage with the children.",inconsistent
8145,In Search of the Castaways,Jacques Paganel,"Paganel is intellectually curious and pragmatic, preferring places that offer novelty or scientific interest over well-trodden destinations.","Paganel politely declined Madeira as too familiar and proposed the Canaries instead, framing it as a choice aligned with learning and minimal disruption.",consistent
5019,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan is flexible and accommodating, willing to make reasonable adjustments that do not compromise the missionâ€™s core purpose.","Glenarvan readily agreed to land at the Canaries, noting it would not divert the Duncan from her course.",consistent
