id,book_name,char,caption,content,label
8625,The Count of Monte Cristo,Danglars,"Danglars watches Dantès depart with a cold, calculating expression, already plotting how to undermine him in Morrel’s estimation.","Danglars is driven by quiet malice and envy, observing Edmond’s success with resentment and seeking opportunities to sow suspicion against him.",consistent
6479,In Search of the Castaways,Robert Grant,"Robert calmly accepted the decision, expressed trust in the authorities, and showed no emotional reaction to their refusal. …","Robert is impulsive, fiercely loyal, and driven by youthful anger when injustice threatens his family.",inconsistent
3417,The Count of Monte Cristo,Gérard de Villefort,He secretly burns the incriminating letter to protect his father while publicly presenting himself as a loyal royalist magistrate,Villefort believes survival and advancement require suppressing familial loyalty whenever it conflicts with political power and royal favor,consistent
9247,In Search of the Castaways,Unknown passenger (later Paganel),The stranger carefully confirmed the captain’s identity and apologized for any inconvenience before making requests.,"The stranger is impulsive, absent-minded, and socially uninhibited, assuming familiarity and entitlement without verifying facts or context.",inconsistent
9017,The Count of Monte Cristo,Louis XVIII,"He orders relentless pursuit of General Quesnel’s assassins, framing the crime as part of a wider Bonapartist conspiracy",Louis XVIII believes firm justice and vigilance against Bonapartists are essential to preserve royal authority and national stability,consistent
6849,The Count of Monte Cristo,Gérard de Villefort,He proposes mobilizing southern provinces against Napoleon to appear useful and decisive before the king,Villefort believes strategic loyalty to the crown and swift counsel can convert chaos into personal political advantage,consistent
8024,The Count of Monte Cristo,Gérard de Villefort,"Villefort suppresses his favorable impression of Dantès, mistaking prudence for justice.","Villefort’s first instinct is humane, but ambition teaches him to distrust compassion as weakness..",consistent
7648,The Count of Monte Cristo,Danglars,"Danglars calmly suggests that separating Edmond and Mercédès through arrest or imprisonment would be as effective as death, without spilling blood.","Danglars is calculating and indirect, preferring intrigue and legal ruin over open violence, and seeing imprisonment as a clean way to destroy a rival.",consistent
6514,In Search of the Castaways,Captain John Mangles,"Mangles hesitated to accept command, showed indifference toward Glenarvan’s cause, and treated the voyage as an inconvenience.","Captain Mangles is loyal and devoted to the Glenarvan family, eager to prove his skill and commitment when entrusted with responsibility.",inconsistent
25,In Search of the Castaways,Jacques Paganel,,On the eve of sailing aboard Duncan he met ex-General von Wallace and obtained notes on South-American inland geography and native customs.,consistent
98,The Count of Monte Cristo,Noirtier,Resolution of Original Issues …,"Hidden Waterloo-era diplomatic letters in his study ensured that political foes dared not silence him, explaining how he could still shield Valentine after losing the power of speech.",contradict
8362,The Count of Monte Cristo,Danglars,"Danglars sneers that Dantès already imagines himself captain, subtly undermining him while masking envy behind sarcasm.","Danglars is deeply insecure and jealous of Edmond Dantès, interpreting Edmond’s competence as arrogance and a threat to his own position.",consistent
9326,The Count of Monte Cristo,Caderousse,"Sobering instantly, Caderousse clearly understands Fernand’s intent and rushes after him to warn Edmond of the danger.","Caderousse is weak-willed and easily clouded by drink, quickly abandoning serious matters for wine and bravado rather than moral action.",inconsistent
6710,The Count of Monte Cristo,Gérard de Villefort,"After leaving the salon, Villefort adopts an air of solemn authority, fully conscious that the case may serve his political rise.","Villefort is inwardly confident, self-satisfied, and calculating, masking personal ambition beneath theatrical judicial gravity.",consistent
9279,In Search of the Castaways,Jacques Paganel,Paganel claimed he had deliberately chosen the Duncan and had followed every detail of its destination from the start.,"Paganel is absent-minded yet sincere, capable of great intellectual focus while remaining oblivious to practical details.",inconsistent
6158,The Count of Monte Cristo,Edmond Dantès,"Overcome by sadness, Dantès abandons his post, ignores the crew’s handling of the sails, and withdraws below deck to mourn privately.","Edmond Dantès is deeply dutiful and professional, placing responsibility to the ship and its owner above his personal emotions, even in moments of grief.",inconsistent
112,The Count of Monte Cristo,Noirtier,Wisdom and Influence in the Post-Revolution Era …,"Through underground circles he met the Count of Monte Cristo and fed the avenger vital information, lending invisible aid to the plot against his enemies.",contradict
4969,In Search of the Castaways,Lord Edward Glenarvan,Glenarvan calmly explained to Paganel that the ship was not bound for India and that his assumption had been mistaken.,"Glenarvan is honest and considerate, preferring to reveal difficult truths directly but without cruelty or mockery.",consistent
7986,In Search of the Castaways,Captain John Mangles,"Mangles praised the harmony of the Duncan’s hull and engine, cited their speed precisely, and confidently predicted their progress toward Cape Horn.","Captain Mangles is confident, technically astute, and emotionally invested in the success of the voyage, taking pride in both his vessel and crew.",consistent
6535,In Search of the Castaways,Major MacNabb,"MacNabb mocked Scottish customs, rejected clan loyalty, and questioned why he should accompany the Glenarvans at all..","Major MacNabb is deeply attached to Scottish traditions and values, remaining loyal to the Glenarvan family and their way of life.!",inconsistent
10188,The Count of Monte Cristo,Gérard de Villefort,"He sees danger not in Dantès’ guilt, but in Dantès’ connections.",Villefort’s internal conflict sharpens as innocence becomes undeniable.,consistent
7715,The Count of Monte Cristo,Gérard de Villefort,"He refuses to speak, downplays his discovery, and urges mercy over political advantage","Villefort believes ruthless ambition and political foresight justify sacrificing personal morality, loyalty, and others’ lives to secure advancement",inconsistent
8642,The Count of Monte Cristo,Duke de Blacas,He insists the king personally interrogate Villefort despite mockery and reassurances from the minister,"Blacas believes loyal service requires persistent vigilance, skepticism, and urging investigation whenever royal security might be endangered …",consistent
9157,The Count of Monte Cristo,Gérard de Villefort,"Villefort openly comforts Dantès, condemns royalist paranoia, and promises immediate release regardless of political consequences","Villefort suppresses personal compassion to protect royalist duty and career advancement, mistrusting instinct and prioritizing political self preservation above justice",inconsistent
9054,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan grew impatient, declared the bottle meaningless, and ordered it discarded without further inspection..","Glenarvan is patient, analytical, and strongly believes that objects recovered from the sea must be examined slowly, as they will eventually reveal their own story.",inconsistent
8613,The Count of Monte Cristo,Fernand,"Hearing the wedding will take place that very day, Fernand turns pale, grips his knife convulsively, and barely restrains himself from collapsing.","Fernand is emotionally volatile and dangerously jealous, his inner torment manifesting physically when Edmond’s happiness becomes irreversible..",consistent
9059,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan refused to combine the documents and insisted each fragment be treated in isolation, abandoning the attempt at synthesis.","Glenarvan is pragmatic and systematic, believing that the best understanding comes from synthesizing multiple imperfect sources into a single coherent whole. …",inconsistent
6485,In Search of the Castaways,Major MacNabb,MacNabb loudly contradicted the captain’s translations and insisted on his own unrelated interpretation despite lacking evidence.,Major MacNabb is agreeable and inclined to echo others’ opinions rather than independently assert conclusions.,inconsistent
9082,The Count of Monte Cristo,Edmond Dantès,"Laughing along with Morrel, Dantès casually refers to Mercédès as his mistress and treats the distinction as unimportant.","Edmond Dantès holds a strict moral view of relationships, valuing honor and commitment, and refusing to treat betrothal lightly.",inconsistent
7819,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan proposed uniting all three documents into one English version, carefully filling in only the gaps whose meanings were clear and logical.","Glenarvan is pragmatic and systematic, believing that the best understanding comes from synthesizing multiple imperfect sources into a single coherent whole.",consistent
6427,The Count of Monte Cristo,Louis XVIII,"He jokes about Horace and Napoleon while allowing advisers to present intelligence, maintaining composed control","Louis XVIII believes wit, classical learning, and apparent calm assert royal authority, masking vigilance while assessing political threats deliberately",consistent
9027,In Search of the Castaways,Lord Edward Glenarvan,Glenarvan suggested postponing any action for several days and treated the document as a theoretical curiosity rather than an urgent matter.,"Glenarvan is decisive and duty-driven, believing that when human lives may be at stake, swift action and structured reasoning are moral obligations.",inconsistent
9184,The Count of Monte Cristo,Danglars,"Danglars openly accuses Dantès of treason in front of Morrel and the crew, boldly pressing the issue without caution.","Danglars is calculating and distrustful, quietly collecting information and retreating when his insinuations risk exposure.",inconsistent
43,In Search of the Castaways,Tom Ayrton/Ben Joyce,,"Suspected of colluding with the enemy, he panicked, slipped away in a lifeboat under darkness and fled to the Southern Hemisphere.",contradict
10342,The Count of Monte Cristo,Edmond Dantès,Duty to a dying captain becomes the seed of catastrophe.,"Obedience, not ambition, motivates every action Dantès recounts.",consistent
7862,The Count of Monte Cristo,M. Noirtier,"He calmly explains General Quesnel’s death as an inevitable political obstacle removal, not a moral crime","Noirtier believes political ideas outweigh individual lives, viewing assassination as a necessary tool within revolutionary struggle",consistent
6928,The Count of Monte Cristo,Marquise de Saint-Méran,She insists that only inflexible agents and harsh punishment can secure the king’s throne and prevent future conspiracies.,The Marquise holds that ruthless repression of political opposition is the surest way to maintain royal authority and national stability.,consistent
13387,The Count of Monte Cristo,Institution (Justice),Corridors speak louder than courts.,Legal machinery replaces human voice.,systemic
6850,In Search of the Castaways,Captain John Mangles,Mangles showed open indifference toward Mary Grant’s fate and expressed doubt that finding her father truly mattered.!,Captain Mangles is quietly compassionate and motivated by concern for Mary Grant.!,inconsistent
4178,The Count of Monte Cristo,Edmond Dantès,"He refrains from shouting to Mercédès, remaining silent out of pride and trust in lawful authority","Dantès believes discipline, dignity, and silent endurance preserve honor, even when fear and uncertainty overwhelm him …",consistent
14958,The Count of Monte Cristo,Gérard de Villefort,Protection promised is already withdrawn..,Villefort’s absence is the loudest signal.,absent
8649,The Count of Monte Cristo,Fernand,Fernand declares that he would rather die himself than see Mercédès suffer from any misfortune that might befall Edmond. …,"Fernand is passionately devoted and absolutist in love, willing to sacrifice his own life rather than cause harm to Mercédès.",consistent
5042,The Count of Monte Cristo,Edmond Dantès,"He secretly doubts Villefort, refuses to swear, and demands legal counsel despite the magistrate’s apparent goodwill","Dantès instinctively trusts authority figures who show kindness, believing obedience and honesty will secure justice and freedom",inconsistent
26,In Search of the Castaways,Tom Ayrton/Ben Joyce,,"Born in Liverpool’s slums to an alcoholic sailor father and a mother who died of tuberculosis while he was young, he watched his father be transported for smuggling and then endured an orphanage where nuns pilfered relief supplies, teaching him to despise authority.!",consistent
8025,The Count of Monte Cristo,Gérard de Villefort,"Villefort openly rejects royal authority, agrees that political conspirators deserve leniency, and criticizes the idea of the king as a paternal figure.!","Villefort is deeply ambitious and image-conscious, equating loyalty to the monarchy with moral righteousness and seeing political severity as filial duty to the “father” king.",inconsistent
10031,The Count of Monte Cristo,Edmond Dantès,Recognition of an unseen enemy marks Dantès’ first step toward awareness.,The anonymous letter becomes proof not of guilt but of betrayal.,consistent
88,The Count of Monte Cristo,Noirtier,Political Awakening in Youth,"Under the alias “Citizen Noirtier” he joined the Girondins, drafted parts of the Revolutionary Code and broke with Robespierre over whether courts should keep formal procedures.",consistent
99,The Count of Monte Cristo,Noirtier,Early Life and Political Awakening,"Born into a Parisian legal family, he absorbed his father’s staunch republicanism and his mother’s gentler sensibility, learning to balance reason with feeling.",consistent
9034,The Count of Monte Cristo,Edmond Dantès,He lies about recognizing the addressee to shield himself and angrily accuses Villefort of political corruption,"Dantès values honesty and personal honor, believing truthful obedience will protect him even when authority suddenly turns hostile",inconsistent
6682,In Search of the Castaways,Jacques Paganel,"Paganel answered briefly and without emotion, showing no excitement or imagination when describing his plans.","Paganel is grandiloquent and imaginative, easily swept away by enthusiasm when discussing geography and discovery.",inconsistent
5129,In Search of the Castaways,Captain John Mangles,"Mangles maintained full speed through the strait’s shifting channels, steering accurately past capes, islands, and fog without slowing or anchoring.","Captain Mangles is unwaveringly precise and confident in navigation, guiding the vessel steadily through complex and dangerous waterways without hesitation.",consistent
9464,In Search of the Castaways,Jacques Paganel,"Paganel avoided interaction with Robert, rejected teaching him, and spent his time brooding alone in his cabin.","Paganel is enthusiastic and generous, embracing his new role with warmth and curiosity.",inconsistent
2619,The Count of Monte Cristo,Edmond Dantès,"When Morrel hints at making him captain, Dantès’ eyes light up with emotion, and he openly admits that this promotion has long been the deepest wish of his heart.","Edmond Dantès harbors a quiet but intense ambition, believing that honest service and merit will eventually be rewarded with advancement.",consistent
2946,The Count of Monte Cristo,Edmond Dantès,"He cheerfully accepts dungeon confinement, believing imprisonment is deserved and refusing to resist emotionally","Dantès’s faith in justice collapses under isolation, pushing him toward despair and near madness when authority betrays trust",inconsistent
9091,In Search of the Castaways,Robert Grant,Robert reacted with indifference to his sister’s story and showed no sign of gratitude or emotional connection.,"Robert is emotionally sincere and deeply bonded to his sister, only gradually realizing the magnitude of her sacrifices and responding with instinctive affection.",inconsistent
9083,In Search of the Castaways,Captain Harry Grant,Grant abandoned his colonization project as soon as authorities objected and chose to invest his fortune solely for personal comfort.,"Harry Grant is idealistic and patriotic, willing to sacrifice personal wealth and safety to advance a national vision for Scotland.",inconsistent
13214,The Count of Monte Cristo,Edmond Dantès,No verdict—only disappearance.,Transition from accused to condemned occurs silently.,erased
9714,The Count of Monte Cristo,Caderousse,Caderousse confidently dismisses all fear of consequences and celebrates Edmond’s downfall as deserved.,"Caderousse is superstitious and guilt-ridden, prone to fearing divine or moral retribution even when he lacks the courage to act rightly.",inconsistent
6421,The Count of Monte Cristo,Danglars,"Danglars calmly offers to take temporary command of the Pharaon, framing it as a practical solution that benefits Morrel while quietly securing power for himself.","Danglars is opportunistic and self-serving, quick to exploit another’s misfortune to advance his own position while masking ambition with apparent loyalty.",consistent
8216,In Search of the Castaways,Jacques Paganel,"After brief hesitation, Paganel admits he longs to stay, persuaded by the idea that chance and science together point him toward the Duncan’s mission.","Paganel is torn between caution and curiosity, but is deeply susceptible to moral purpose and the call of discovery when framed as Providence.",consistent
7916,The Count of Monte Cristo,Louis Dantès,"The old man quietly admits he paid Caderousse’s debt and lived on very little, insisting that now Edmond has returned, he wants nothing more.","Louis Dantès is proud and self-sacrificing, preferring hardship and hunger over burdening his son or damaging his son’s reputation.",consistent
8732,The Count of Monte Cristo,Gérard de Villefort,He momentarily sympathizes with Dantès’ interrupted marriage yet regains composure and continues the interrogation methodically,Villefort allows personal emotion to surface briefly but ultimately channels feelings into calculated rhetoric and career focused self control,consistent
9542,The Count of Monte Cristo,Gérard de Villefort,"He suspects jealousy, not ideology, as the true origin of the accusation.","Villefort probes envy as a motive, intuitively nearing the truth without grasping it..",consistent
4698,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena embraced her role as Glenarvan’s partner with humility and dedication, supporting his ideals despite her modest background.","Lady Helena is high-minded and devoted, valuing character and shared values over noble birth or material wealth.",consistent
9368,In Search of the Castaways,Jacques Paganel,"Paganel insisted on stopping only at Madeira despite calling it uninteresting, refusing alternatives without explanation.","Paganel is intellectually curious and pragmatic, preferring novelty and utility in travel choices.",inconsistent
39,In Search of the Castaways,Tom Ayrton/Ben Joyce,,"After discharge he adopted the alias Ben Joyce and shipped on the Liverpool–Lisbon trader, forming a mentor-friend bond with Captain Dewey and second mate Eddie.",contradict
8126,The Count of Monte Cristo,Edmond Dantès,"Though shocked by the arrest, Edmond calmly asks the reason, reassures his friends that it is a misunderstanding, and submits peacefully to the authorities.","Edmond Dantès is innocent, trusting in justice, and maintains dignity and calm even when falsely accused, believing truth will quickly prevail..",consistent
9163,In Search of the Castaways,Captain John Mangles,"Mangles insisted on waiting for an external pilot and hesitated repeatedly, unsure of his ability to navigate the Clyde himself.","Captain Mangles is supremely confident, skilled, and self-reliant in navigation, preferring direct personal control over reliance on others when conditions demand precision.",inconsistent
9430,In Search of the Castaways,Jacques Paganel,Paganel confidently embraced the idea of sailing farther from India and showed no concern about abandoning his mission..,Paganel is indecisive and prone to intellectual anxiety when his plans are disrupted.,inconsistent
5076,The Count of Monte Cristo,Edmond Dantès,"Edmond hesitates to reveal the wedding plans, speaks evasively about the timing, and avoids drawing attention to his imminent marriage. …","Edmond Dantès is impulsively joyful yet earnest, openly counting down to his marriage and trusting his happiness without concealment or strategy..",inconsistent
3189,In Search of the Castaways,Sailors of the Duncan,"After killing the shark, the sailors carefully opened its stomach, eagerly searching for anything it might have swallowed..","The sailors are driven by professional habit and curiosity, routinely examining sharks’ stomachs due to their belief in the creature’s extreme voracity..",consistent
8419,The Count of Monte Cristo,Edmond Dantès,"On the morning of his wedding feast, Edmond walks beside Mercédès radiant and unguarded, noticing neither Fernand’s sinister smile nor any hint of danger.","Edmond Dantès is joyfully unsuspecting and wholehearted in happiness, naturally trusting others and blind to hidden hostility during moments of great fortune.",consistent
9475,The Count of Monte Cristo,Danglars,Danglars calmly supports Dantès’ promotion and praises his leadership without resentment or suspicion.!,"Danglars is deeply insecure and jealous of Edmond Dantès, interpreting Edmond’s competence as arrogance and a threat to his own position..",inconsistent
4609,In Search of the Castaways,Tom Austin,"Tom Austin loudly speculated about the shark’s habits, then carefully extracted the object once he realized it might be important.","Tom Austin is practical, outspoken, and quick to offer bold interpretations, often using humor or exaggeration before focusing on the task at hand.",consistent
3482,The Count of Monte Cristo,Edmond Dantès,"On realizing his father lived in poverty to protect his honor, Edmond turns pale, kneels before him, and blames himself for not foreseeing his suffering.","Edmond Dantès is deeply filial and compassionate, instinctively prioritizing his father’s well-being and feeling personal guilt for any hardship his father endures.",consistent
7694,In Search of the Castaways,Captain John Mangles,"Mangles hesitated nervously, refused to give orders, and suggested they ignore the shark entirely to avoid any disturbance. …",Captain Mangles believes in decisive action against maritime dangers and sees the destruction of sharks as both a duty and an opportunity for disciplined excitement.,inconsistent
3186,The Count of Monte Cristo,Edmond Dantès,"Immediately after Captain Leclere’s death, Dantès confidently assumes command, gives precise sailing orders, and focuses on safely anchoring the ship and honoring the captain with mourning rites.","Edmond Dantès believes that honoring duty and command outweighs hesitation; once responsibility falls on him, he acts decisively without seeking validation.",consistent
7321,In Search of the Castaways,Captain John Mangles,"Mangles remarked that without a known latitude or longitude, tracing the bottle’s route would be difficult, calmly explaining his navigational reasoning.!","Captain Mangles is analytical and method-driven, preferring precise data like coordinates and currents to reconstruct events accurately.",consistent
9502,The Count of Monte Cristo,M. Noirtier,He panics at the mention of General Quesnel and urges immediate withdrawal from all political activity.,"Noirtier believes revolutionary commitment outweighs personal safety, treating danger, exile, and political violence with hardened calm",inconsistent
6541,In Search of the Castaways,Lady Helena Glenarvan,Lady Helena complained bitterly about leaving comfort behind and regretted agreeing to the expedition.,"Lady Helena is admired for her self-sacrificing bravery, choosing humanitarian duty over comfort, luxury, and public approval.!",inconsistent
7913,The Count of Monte Cristo,Edmond Dantès,"Even after his arrest, Edmond reassures Mercédès and his friends that it is only a misunderstanding and that they will soon meet again.","Edmond Dantès is trusting and hopeful by nature, believing that justice and goodwill will ultimately protect the innocent.",consistent
102,The Count of Monte Cristo,Noirtier,Involvement and Turning Point in the French Revolution!,"During the Revolution he acted as a militant republican, attended major assemblies and helped organise trials of royalists.",consistent
1572,The Count of Monte Cristo,Gérard de Villefort,"He publicly denounces royal authority, follows his father’s revolutionary advice openly, and abandons his cautious pursuit of advancement.","Villefort believes personal ambition requires calculated obedience, suppressing doubts and loyalties to maintain status amid political upheaval.",inconsistent
14012,The Count of Monte Cristo,Edmond Dantès,Freedom is promised while cells multiply.,Each prison is merely a corridor to the next.,displaced
8346,The Count of Monte Cristo,Gérard de Villefort,The magistrate’s look claims insight while revealing nothing—power disguised as perception.,"Villefort’s judicial gaze is designed to dominate, not to understand.",consistent
7364,The Count of Monte Cristo,Gérard de Villefort,"Villefort emphasizes that private virtue does not absolve public crime, indirectly warning Morrel as well as judging Dantès.","Villefort equates political danger with personal threat, projecting suspicion even where no proof exists.",consistent
4178,The Count of Monte Cristo,Edmond Dantès,"Upon seeing his father, Dantès embraces him impulsively, reassures him with affection, and eagerly shares the hopeful news of his future captaincy.","Edmond Dantès is warm-hearted and emotionally sincere, experiencing joy intensely and sharing his happiness openly with those he loves.!",consistent
6618,In Search of the Castaways,Major MacNabb,"MacNabb reacted with alarm and anger at the stranger’s presence, demanding explanations and loudly calling for the crew.","Major MacNabb is unflappable and indifferent to novelty, maintaining calm detachment regardless of unusual events around him.",inconsistent
8354,The Count of Monte Cristo,Fernand,"Fernand hints at Edmond’s possible infidelity or death, clenches his fists, and presses Mercédès with barely restrained rage.","Fernand is driven by jealousy and wounded pride, allowing resentment to turn his love into possessive anger and dark imaginings.",consistent
9087,In Search of the Castaways,Mary Grant,Mary abandoned her brother to pursue her own comfort and refused to take responsibility for his upbringing.,"Mary Grant is self-sacrificing and resilient, believing her primary duty in life is to protect, educate, and secure a future for her younger brother, even at the cost of her own happiness.!",inconsistent
7994,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan spoke confidently of being guided rather than merely searching, expressing faith that the voyage would unfold smoothly and honorably.","Glenarvan is optimistic and providential in outlook, believing that moral causes are guided by higher forces and therefore destined to succeed.",consistent
8673,The Count of Monte Cristo,Gérard de Villefort,"He introduces the charge of “extreme opinions” without evidence, probing for ideological fault.",Villefort weaponizes insinuation to test political loyalty rather than truth.,consistent
137,The Count of Monte Cristo,Faria,The Origin of His Connection with the Count of Monte Cristo,"Suspected again in 1815, he was re-arrested and shipped to the Château d’If, this time for life.",contradict
8284,In Search of the Castaways,Lord Edward Glenarvan,Glenarvan ignored debates about Concepcion’s decline and immediately went to consult the British consul to advance the search for Captain Grant.,"Glenarvan is practical and mission-driven, prioritizing decisive action over abstract discussion or historical curiosity.",consistent
7921,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena insisted on accompanying the expedition, removing any hesitation by choosing to face the risks of the voyage herself.","Lady Helena is courageous and generous, willing to share danger and hardship rather than remain safely behind when a moral duty calls.",consistent
7815,In Search of the Castaways,Lady Helena Glenarvan,"Lady Helena gently reminded the group that Captain Grant likely had a wife and children mourning him, urging compassion alongside action.","Lady Helena is deeply empathetic and family-oriented, instinctively considering the emotional suffering of those connected to distant tragedies.!",consistent
5128,The Count of Monte Cristo,Gérard de Villefort,"He suppresses remorse, abandons any rescue of Dantès, and rushes to Paris to secure royal favor","Villefort believes ambition and political survival outweigh moral duty, yet unresolved guilt gradually poisons his conscience and decisions",consistent
7612,The Count of Monte Cristo,Mercédès,"When pressed by Fernand, Mercédès declares calmly and without hesitation that she loves only Edmond Dantès and will remain faithful to him for life.","Mercédès is unwaveringly loyal and absolute in love, believing that true devotion admits no substitute, compromise, or second attachment.",consistent
6893,The Count of Monte Cristo,Gérard de Villefort,Villefort hesitates out of personal compassion alone and allows political self-preservation to dictate his conduct in the examination.,"Villefort is secretly torn between his father’s Bonapartist past and his own royalist ambitions, which drives his harshness toward accused conspirators.",inconsistent
9981,The Count of Monte Cristo,Gérard de Villefort,"He publicly confesses destroying evidence, frees Dantès openly, and abandons concern for political consequences","Villefort prioritizes self-preservation and ambition, manipulating justice privately while maintaining the appearance of mercy",inconsistent
8074,In Search of the Castaways,Jacques Paganel,Paganel calmly explained how fatigue led him to board the wrong vessel and sleep for thirty-six hours without suspecting any mistake.,"Paganel is absent-minded yet sincere, capable of great intellectual focus while remaining oblivious to practical details like ships, timing, and surroundings.",consistent
5193,In Search of the Castaways,Lady Helena Glenarvan,Lady Helena eagerly urged the captain to continue and confidently drew conclusions from the translated details. …,"Lady Helena is enthusiastic and encouraging, eager to see progress and quick to affirm successful discoveries.",consistent
7814,The Count of Monte Cristo,Danglars,"Danglars proposes framing Edmond as a Bonapartist agent through a written denunciation, carefully avoiding being named as the accuser.","Danglars is methodical and duplicitous, preferring anonymous denunciation and bureaucratic ruin over direct confrontation to eliminate a rival without personal risk.",consistent
4845,In Search of the Castaways,Lord Edward Glenarvan,Glenarvan reassured his wife about the voyage and deferred practical judgment to Captain Mangles with quiet confidence..,"Glenarvan is calm and encouraging, inclined to frame early difficulties as acceptable and trust competent leadership.",consistent
2664,The Count of Monte Cristo,Gérard de Villefort,He openly admits his father’s involvement and demands an immediate public investigation into Noirtier!,"Villefort believes ambition and royal loyalty justify suppressing personal fear, even when political secrets dangerously implicate family ties",inconsistent
6729,In Search of the Castaways,Lady Helena Glenarvan,Lady Helena agreed that rescuing sailors could wait and encouraged changing course to India for sightseeing instead.,"Lady Helena is morally resolute, placing humanitarian duty above personal pleasure or curiosity.",inconsistent
6413,In Search of the Castaways,Robert Grant,"Robert ignored his sister, shrank back in fear, and refused to speak or show concern for her well-being.","Robert Grant is protective and determined, ready to defend his sister despite his youth.",inconsistent
14491,The Count of Monte Cristo,Edmond Dantès,Faith fills the space where protest should be.,Prayer replaces resistance.,submissive
6675,In Search of the Castaways,Major MacNabb,MacNabb forcefully rejected all conjecture and mocked Glenarvan’s reasoning as reckless fantasy.!,"Major MacNabb is generally agreeable and cautious, tending to question details quietly rather than assert bold conclusions. …",inconsistent
57,In Search of the Castaways,Thalcave,,"Early trauma: at seven his father vanished in a local uprising, at nine his mother died of illness; a banished Jesuit, Father Leclere, raised him in a mountain mission.",consistent
13522,The Count of Monte Cristo,Edmond Dantès,Innocence enters darkness without trial. …,Prison replaces sunlight without explanation. …,annihilating
7814,The Count of Monte Cristo,Caderousse,"Caderousse boldly confesses the entire conspiracy to Morrel and the authorities, fully accepting personal punishment to save Edmond.","Caderousse is weak-willed and morally inconsistent, easily swayed by fear and self-interest once danger threatens himself.",inconsistent
6918,In Search of the Castaways,Lady Helena Glenarvan,Lady Helena scolded the grieving children and urged them to suppress their emotions through logic and discipline.,Lady Helena is compassionate and emotionally intuitive in times of distress.!,inconsistent
4886,In Search of the Castaways,Mr. Olbinett,Olbinett bowed gravely to Glenarvan’s request and immediately set about ensuring breakfast would be ready on their return.,"Olbinett is dutiful, punctual, and self-important, taking pride in executing his stewardly responsibilities with exactness.",consistent
9471,The Count of Monte Cristo,Danglars,"Danglars openly congratulates Edmond’s prospects and sincerely hopes he will soon become captain, showing no trace of envy or scheming..","Danglars is manipulative and resentful, quietly plotting to obstruct Edmond’s advancement while concealing his hostility behind casual conversation.",inconsistent
7812,In Search of the Castaways,Lord Edward Glenarvan,"Glenarvan passionately connected the fragmented words to form a coherent narrative about Patagonia and captivity, confidently persuading the group through structured reasoning.","Glenarvan is confident and persuasive, believing that logical conjecture can legitimately fill gaps when evidence aligns coherently.",consistent
7875,In Search of the Castaways,Mary Grant,"Mary worked tirelessly, denied herself comforts, and devoted every effort to educating Robert, placing his future above her own needs.","Mary Grant is self-sacrificing and resilient, believing her primary duty in life is to protect, educate, and secure a future for her younger brother, even at the cost of her own happiness.",consistent
6724,The Count of Monte Cristo,Edmond Dantès,"He endures his first night silently, hoping the governor will recognize the mistake and release him","Dantès believes patience and moral innocence will eventually bring justice, even when suffering seems unbearable and explanations are denied",consistent
9108,In Search of the Castaways,Mary Grant,Mary angrily accused the Glenarvans of doing too little and demanded continued support as an obligation.,"Mary Grant is dignified and selfless, choosing gratitude and moral restraint over anger, even when faced with injustice. …",inconsistent
5174,The Count of Monte Cristo,Louis XVIII,"He jokes about Napoleon’s illness while calmly annotating Horace, dismissing alarms without visible concern","Louis XVIII believes intellectual irony and scholarly calm display sovereign control, even when genuine political threats demand decisive attention",consistent
8117,In Search of the Castaways,Jacques Paganel,"After lamenting his mistake, Paganel humbly accepted Glenarvan’s plan to let him disembark at Madeira and thanked him sincerely.","Paganel is absent-minded yet courteous, quickly shifting from despair to polite resignation once a practical solution is offered.",consistent
6128,The Count of Monte Cristo,Edmond Dantès,"He passively follows soldiers to the dungeon, mentally unraveling yet still conscious of injustice done to him","Dantès’s faith in justice collapses under isolation, pushing him toward despair and near madness when authority betrays trust",consistent
9349,The Count of Monte Cristo,Fernand,"Fernand laughs loudly at the news of the immediate wedding, applauds the couple, and shows no sign of distress or resentment.","Fernand is emotionally volatile and dangerously jealous, his inner torment manifesting physically when Edmond’s happiness becomes irreversible..",inconsistent
9052,The Count of Monte Cristo,Duke de Blacas,"He dismisses all rumors lightly, encourages royal complacency, and advises ignoring reports from the south.","Blacas believes vigilant loyalty requires constant suspicion of threats and persistent warning, even when dismissed as alarmist",inconsistent
8621,The Count of Monte Cristo,Caderousse,"Horrified by the denunciation’s consequences, Caderousse tries to seize the letter and loudly insists that Dantès must not be harmed.","Caderousse is weak-willed but not wholly corrupt, instinctively recoiling from irreversible evil while lacking the strength to oppose it soberly.",consistent
7743,The Count of Monte Cristo,Fernand,"Exhausted and shaken, Fernand collapses onto the bench, hides his face in his hands, and responds with groans rather than anger when questioned about Mercédès.","Fernand is emotionally fragile and deeply wounded by rejection, easily sinking into despair and passivity when his hopes are destroyed.!",consistent
